,speakerid,filename,birthplace,native_language,age,sex,age_onset
1417,1418,greek9,"athens, greece",greek,3,female,5
1418,1419,english430,"melbourne, australia",english,3,female,5
1419,1420,arabic40,"jiddah, saudi arabia",arabic,3,male,5
1420,1421,arabic41,"riyadh, saudi arabia",arabic,3,male,5
1421,1422,arabic42,"jiddah, saudi arabia",arabic,3,male,5
1422,1423,english431,"green bay, wisconsin, usa",english,3,female,5
1423,1424,french38,"montreal, quebec, canada",french,3,male,5
1424,1425,spanish89,"monterrey, mexico",spanish,3,male,5
1425,1426,arabic43,"beirut, lebanon",arabic,3,female,5
1426,1427,french39,"pezenas, france",french,3,male,5
1427,1428,english432,"dublin, ireland",english,3,female,5
1428,1429,french40,"rouen, france",french,3,female,5
1429,1430,english433,"gladwin, michigan, usa",english,3,female,5
1430,1431,spanish90,"caracas, venezuela",spanish,3,female,5
1431,1432,afrikaans5,"cape town, south africa",afrikaans,3,male,5
1432,1433,spanish91,"caracas, venezuela",spanish,3,female,5
1433,1434,danish4,"aarhus, denmark",danish,3,female,5
1434,1435,spanish92,"cardenas, cuba",spanish,3,male,5
1435,1436,spanish93,"santa rosa, honduras",spanish,3,female,5
1436,1437,hindi11,"chandigarh, india",hindi,3,male,5
1437,1438,portuguese36,"uberlandia, brazil",portuguese,3,female,5
1438,1439,spanish94,"bogota, colombia",spanish,3,male,5
1439,1440,hindi12,"allahabad, india",hindi,3,female,5
1440,1441,swedish12,"malmo, sweden",swedish,3,male,5
1441,1442,shona2,"harare, zimbabwe",shona,3,female,5
1442,1443,german25,"geislingen, germany",german,3,female,5
1443,1444,spanish95,"juarez, mexico",spanish,3,female,5
1444,1445,swedish13,"umea, sweden",swedish,3,female,5
1445,1446,bulgarian12,"sofia, bulgaria",bulgarian,3,female,5
1446,1447,mandarin28,"shanghai, china",mandarin,3,male,5
1447,1448,romanian18,"solotvino, ukraine",romanian,3,female,5
1448,1449,spanish96,"arequipa, peru",spanish,3,female,5
1449,1450,spanish97,"bogota, colombia",spanish,3,female,5
1450,1451,spanish98,"veracruz, mexico",spanish,3,male,5
1451,1452,german26,"stuttgart, germany",german,3,female,5
1452,1453,polish17,"krakow, poland",polish,3,female,5
1453,1454,portuguese37,"sao paulo, brazil",portuguese,3,female,5
1454,1455,arabic44,"jiddah, saudi arabia",arabic,3,female,5
1455,1456,arabic45,"fort collins, colorado, usa",arabic,3,female,5
1456,1457,arabic46,"jiddah, saudi arabia",arabic,3,male,5
1457,1458,arabic47,"jiddah, saudi arabia",arabic,3,male,5
1458,1459,arabic48,"mecca, saudi arabia",arabic,3,male,5
1459,1460,arabic49,"medina, saudi arabia",arabic,3,male,5
1460,1461,arabic50,"jiddah, saudi arabia",arabic,3,male,5
1461,1462,dutch30,"sint-niklaas, belgium",dutch,3,female,5
1462,1463,dutch31,"antwerp, belgium",dutch,3,female,5
1463,1464,dutch32,"brasschaat, belgium",dutch,3,male,5
1464,1465,lithuanian6,"visaginas, lithuania",lithuanian,3,female,5
1465,1466,dutch33,"mechelen, belgium",dutch,3,female,5
1466,1467,russian35,"dresden, germany",russian,3,male,5
1467,1468,dutch34,"bornem, belgium",dutch,3,female,5
1468,1469,english434,"kansas city, kansas, usa",english,3,male,5
1469,1470,portuguese38,"rio de janeiro, brazil",portuguese,3,male,5
1470,1471,english435,"palm springs, california, usa",english,3,female,5
1471,1472,vlaams2,"turnhout, belgium",vlaams,3,female,5
1472,1473,dutch35,"mortsel, belgium",dutch,3,female,5
1473,1474,french41,"la massana, andorra",french,3,male,5
1474,1475,english436,"freeport, the bahamas",english,3,female,5
1475,1476,dutch36,"turnhout, belgium",dutch,3,female,5
1476,1477,english437,"cleveland, ohio, usa",english,3,male,5
1477,1478,vlaams3,"herentals, belgium",vlaams,3,female,5
1478,1479,dutch37,"antwerp, belgium",dutch,3,female,5
1479,1480,cantonese20,"hong kong, china",cantonese,3,male,5
1480,1481,dutch38,"beveren, belgium",dutch,3,female,5
1481,1482,dutch39,"hardinxveld-giessendam, netherlands",dutch,3,female,5
1482,1483,polish18,"bialystok, poland",polish,3,male,5
1483,1484,dutch40,"dordrecht, netherlands",dutch,3,male,5
1484,1485,swiss,"bern, switzerland",swiss,3,male,5
1485,1486,arabic51,"jiddah, saudi arabia",arabic,3,male,5
1486,1487,arabic52,"jiddah, saudi arabia",arabic,3,female,5
1487,1488,thai10,"bangkok, thailand",thai,3,male,5
1488,1489,italian26,"siracusa, sicily, italy",italian,3,male,5
1489,1490,mandarin29,"lanzhou, gansu, china",mandarin,3,male,5
1490,1491,mandarin30,"taipei, taiwan",mandarin,3,male,5
1491,1492,english438,"houston, texas, usa",english,3,female,5
1492,1493,english439,"richmond, british columbia, canada",english,3,female,5
1493,1494,german27,"bielefeld, germany",german,3,male,5
1494,1495,nepali5,"chisapani, nepal",nepali,3,male,5
1495,1496,indonesian7,"kediri, java, indonesia",indonesian,3,female,5
1496,1497,malay3,"seremban, negeri sembilan, malaysia",malay,3,female,5
1497,1498,amazigh2,"ouarzazat, morocco",amazigh,3,male,5
1498,1499,nepali6,"bhadrapur, nepal",nepali,3,male,5
1499,1500,filipino2,"pasay, philippines",filipino,3,female,5
1500,1501,czech7,"ostrava, czech republic",czech,3,female,5
1501,1502,english440,"glasgow, scotland, uk",english,3,female,5
1502,1503,malay4,"kuala lumpur, malaysia",malay,3,female,5
1503,1504,gujarati7,"hyderabad, india",gujarati,3,female,5
1504,1505,armenian7,"tehran, iran",armenian,3,male,5
1505,1506,spanish99,"lima, peru",spanish,3,female,5
1506,1507,korean26,"seoul, south korea",korean,3,male,5
1507,1508,spanish100,"iquitos, peru",spanish,3,female,5
1508,1509,french42,"kinshasa, democratic republic of congo",french,3,female,5
1509,1510,urdu8,"abu dhabi, united arab emirates",urdu,3,female,5
1510,1511,fanti2,"accra, ghana",fanti,3,female,5
1511,1512,bulgarian13,"chirpan, bulgaria",bulgarian,3,male,5
1512,1513,nepali7,"chitwan, nepal",nepali,3,male,5
1513,1514,nepali8,"pokhara, nepal",nepali,3,male,5
1514,1515,amharic14,"addis ababa, ethiopia",amharic,3,male,5
1515,1516,amharic15,"addis ababa, ethiopia",amharic,3,male,5
1516,1517,dutch41,"deventer, netherlands",dutch,3,male,5
1517,1518,russian36,"moscow, russia",russian,3,male,5
1518,1519,mandarin31,"wenzhou, zhejiang, china",mandarin,3,female,5
1519,1520,ukrainian9,"zaporizhzhya, ukraine",ukrainian,3,male,5
1520,1521,japanese15,"osaka, japan",japanese,3,male,5
1521,1522,xiang3,"changsha, hunan, china",xiang,3,male,5
1522,1523,russian37,"st. petersburg, russia",russian,3,male,5
1523,1524,english441,"oquawka, illinois, usa",english,3,female,5
1524,1525,german28,"vienna, austria",german,3,female,5
1525,1526,arabic53,"rabat, morocco",arabic,3,male,5
1526,1527,mandarin32,"taipei, taiwan",mandarin,3,female,5
1527,1528,english442,"salisbury mills, new york, usa",english,3,male,5
1528,1529,vietnamese12,"can tho, vietnam",vietnamese,3,female,5
1529,1530,english443,"fort collins, colorado, usa",english,3,male,5
1530,1531,english444,"anniston, alabama, usa",english,3,male,5
1531,1532,english445,"san francisco, california, usa",english,3,male,5
1532,1533,english446,"moorhead, minnesota, usa",english,3,female,5
1533,1534,english447,"hartford, connecticut, usa",english,3,male,5
1534,1535,french43,"paris, france",french,3,male,5
1535,1536,english448,"isle of arran, scotland, uk",english,3,male,5
1536,1537,japanese16,"clark field, philippines",japanese,3,female,5
1537,1538,english449,"barton, vermont, usa",english,3,male,5
1538,1539,urdu9,"alexandria, virginia, usa",urdu,3,female,5
1539,1540,jamaican,"kingston, jamaica",jamaican,3,male,5
1540,1541,mandarin33,"beijing, china",mandarin,3,male,5
1541,1542,serbian18,"belgrade, serbia",serbian,3,male,5
1542,1543,italian27,"milan, italy",italian,3,female,5
1543,1544,english450,"windsor, uk",english,3,male,5
1544,1545,french44,"la chaux-de-fonds, switzerland",french,3,female,5
1545,1546,english451,"hazlehurst, georgia, usa",english,3,male,5
1546,1547,english452,"newcastle, australia",english,3,male,5
1547,1548,english453,"chicago, illinois, usa",english,3,female,5
1548,1549,polish19,"belchatow, poland",polish,3,male,5
1549,1550,english454,"raleigh, north carolina, usa",english,3,female,5
1550,1551,dutch42,"schiedam, netherlands",dutch,3,male,5
1551,1552,english455,"washington, dc, usa",english,3,female,5
1552,1553,portuguese39,"sao paulo, brazil",portuguese,3,female,5
1553,1554,english456,"lancashire, leyland, uk",english,3,female,5
1554,1555,english457,"syracuse, new york, usa",english,3,male,5
1555,1556,croatian7,"rijeka, croatia",croatian,3,female,5
1556,1557,romanian19,"chisinau, moldova",romanian,3,male,5
1557,1558,cantonese21,"hong kong, china",cantonese,3,female,5
1558,1559,english458,"reno, nevada, usa",english,3,female,5
1559,1560,english459,"charlotte, north carolina, usa",english,3,male,5
1560,1561,english460,"rutland, england, uk",english,3,female,5
1561,1562,vietnamese13,"hanoi, vietnam",vietnamese,3,male,5
1562,1563,english461,"poughkeepsie, new york, usa",english,3,female,5
1563,1564,english462,"paducah, kentucky, usa",english,3,male,5
1564,1565,arabic54,"baghdad, iraq",arabic,3,male,5
1565,1566,urdu10,"karachi, pakistan",urdu,3,male,5
1566,1567,french45,"montreal, quebec, canada",french,3,male,5
1567,1568,burmese2,"yangon, myanmar",burmese,3,male,5
1568,1569,arabic55,"beirut, lebanon",arabic,3,male,5
1569,1570,turkish25,"kars, turkey",turkish,3,male,5
1570,1571,english463,"brooklyn, new york, usa",english,3,female,5
1571,1572,farsi14,"bethesda, maryland, usa",farsi,3,female,5
1572,1573,danish5,"egvad, denmark",danish,3,female,5
1573,1574,spanish101,"la union, el salvador",spanish,3,female,5
1574,1575,spanish102,"cochabamba, bolivia",spanish,3,male,5
1575,1576,urdu11,"karachi, pakistan",urdu,3,male,5
1576,1577,danish6,"alborg, denmark",danish,3,male,5
1577,1578,mandarin34,"shi jia zhuang, hebei, china",mandarin,3,female,5
1578,1579,mandarin35,"yantai, shandong, china",mandarin,3,female,5
1579,1580,mandarin36,"beijing, china",mandarin,3,female,5
1580,1581,mandarin37,"huhot, nei meng gu, china",mandarin,3,female,5
1581,1582,mandarin38,"changsha, hunan, china",mandarin,3,female,5
1582,1583,mandarin39,"tie ling, liaoning, china",mandarin,3,female,5
1583,1584,spanish103,"san miguel, el salvador",spanish,3,male,5
1584,1585,macedonian5,"skopje, macedonia",macedonian,3,female,5
1585,1586,macedonian6,"skopje, macedonia",macedonian,3,male,5
1586,1587,macedonian7,"skopje, macedonia",macedonian,3,female,5
1587,1588,macedonian8,"skopje, macedonia",macedonian,3,male,5
1588,1589,macedonian9,"skopje, macedonia",macedonian,3,female,5
1589,1590,macedonian10,"skopje, macedonia",macedonian,3,female,5
1590,1591,macedonian11,"skopje, macedonia",macedonian,3,female,5
1591,1592,macedonian12,"skopje, macedonia",macedonian,3,female,5
1592,1593,macedonian13,"skopje, macedonia",macedonian,3,female,5
1593,1594,macedonian14,"skopje, macedonia",macedonian,3,female,5
1594,1595,macedonian15,"skopje, macedonia",macedonian,3,female,5
1595,1596,macedonian16,"skopje, macedonia",macedonian,3,female,5
1596,1597,macedonian17,"skopje, macedonia",macedonian,3,male,5
1597,1598,farsi15,"tehran, iran",farsi,3,male,5
1598,1599,romanian20,"bucharest, romania",romanian,3,female,5
1599,1600,spanish104,"san miguel, el salvador",spanish,3,female,5
1600,1601,macedonian18,"skopje, macedonia",macedonian,3,female,5
1601,1602,macedonian19,"skopje, macedonia",macedonian,3,male,5
1602,1603,macedonian20,"skopje, macedonia",macedonian,3,female,5
1603,1604,macedonian21,"skopje, macedonia",macedonian,3,female,5
1604,1605,macedonian22,"skopje, macedonia",macedonian,3,female,5
1605,1606,macedonian23,"skopje, macedonia",macedonian,3,female,5
1606,1607,macedonian24,"skopje, macedonia",macedonian,3,female,5
1607,1608,macedonian25,"skopje, macedonia",macedonian,3,female,5
1608,1609,khmer5,"kampong speu, cambodia",khmer,3,male,5
1609,1610,japanese17,"nara, japan",japanese,3,female,5
1610,1611,bulgarian14,"sofia, bulgaria",bulgarian,3,male,5
1611,1612,punjabi5,"ropar, punjab, india",punjabi,3,male,5
1612,1613,spanish105,"jerez de la frontera, spain",spanish,3,female,5
1613,1614,mandarin40,"chengdu, sichuan, china",mandarin,3,male,5
1614,1615,mandarin41,"songyuan, jilin, china",mandarin,3,female,5
1615,1616,mandarin42,"yanbian, jilin, china",mandarin,3,female,5
1616,1617,mandarin43,"datong, shanxi, china",mandarin,3,female,5
1617,1618,english464,"ottawa, ontario, canada",english,3,male,5
1618,1619,german29,"coburg, germany",german,3,female,5
1619,1620,greek10,"nicosia, cyprus",greek,3,male,5
1620,1621,spanish106,"lima, peru",spanish,3,male,5
1621,1622,spanish107,"san salvador, el salvador",spanish,3,male,5
1622,1623,farsi16,"abadan, iran",farsi,3,female,5
1623,1624,korean27,"haenam, south korea",korean,3,male,5
1624,1625,polish20,"gdansk, poland",polish,3,female,5
1625,1626,japanese18,"kyoto, japan",japanese,3,female,5
1626,1627,tagalog8,"cabanatuan city, philippines",tagalog,3,female,5
1627,1628,urdu12,"islamabad, pakistan",urdu,3,female,5
1628,1629,spanish108,"medellin, colombia",spanish,3,male,5
1629,1630,mandarin44,"hangzhou, zhejiang, china",mandarin,3,male,5
1630,1631,mandarin45,"beijing, china",mandarin,3,female,5
1631,1632,gan1,"pingxiang, jiangxi, china",gan,3,male,5
1632,1633,hindi13,"jaipur, india",hindi,3,female,5
1633,1634,greek11,"athens, greece",greek,3,female,5
1634,1635,english465,"aylesbury, buckinghamshire, uk",english,3,male,5
1635,1636,mandarin46,"jilin city, jilin, china",mandarin,3,female,5
1636,1637,english466,"portland, maine, usa",english,3,male,5
1637,1638,vlaams4,"ronse, belgium",vlaams,3,female,5
1638,1639,english467,"pozzuoli, italy",english,3,male,5
1639,1640,english468,"myrtle beach, south carolina, usa",english,3,male,5
1640,1641,english469,"knoxville, tennessee, usa",english,3,male,5
1641,1642,english470,"leighton buzzard, uk",english,3,male,5
1642,1643,french46,"chatenay malabry, france",french,3,male,5
1643,1644,mandarin47,"beijing, china",mandarin,3,female,5
1644,1645,mandarin48,"pingdingshan, henan, china",mandarin,3,male,5
1645,1646,wu1,"taizhou, zhejiang, china",wu,3,female,5
1646,1647,tamil4,"colombo, sri lanka",tamil,3,female,5
1647,1648,english471,"calgary, alberta, canada",english,3,female,5
1648,1649,english472,"rota, spain",english,3,male,5
1649,1650,english473,"nottingham, uk",english,3,male,5
1650,1651,polish21,"kolobrzeg, poland",polish,3,male,5
1651,1652,polish22,"koszalin, poland",polish,3,male,5
1652,1653,polish23,"lobez, poland",polish,3,male,5
1653,1654,polish24,"koszalin, poland",polish,3,female,5
1654,1655,hakka1,"pei kang, taiwan",hakka,3,female,5
1655,1656,english474,"rochester, minnesota, usa",english,3,female,5
1656,1657,english475,"ogden, utah, usa",english,3,female,5
1657,1658,english476,"manchester, new hampshire, usa",english,3,female,5
1658,1659,english477,"san diego, california, usa",english,3,female,5
1659,1660,spanish109,"maracay, venezuela",spanish,3,male,5
1660,1661,english478,"sydney, nova scotia, canada",english,3,male,5
1661,1662,french47,"landerneau, brittany, france",french,3,female,5
1662,1663,korean28,"seoul, south korea",korean,3,female,5
1663,1664,english479,"new york, new york, usa",english,3,female,5
1664,1665,english480,"winston-salem, north carolina, usa",english,3,male,5
1665,1666,english481,"stringtown, oklahoma, usa",english,3,female,5
1666,1667,english482,"yeadon, pennsylvania, usa",english,3,female,5
1667,1668,english483,"boston, massachusetts, usa",english,3,male,5
1668,1669,khmer6,"auburn, australia",khmer,3,female,5
1669,1670,malay5,"kuala lumpur, malaysia",malay,3,male,5
1670,1671,polish25,"koszalin, poland",polish,3,male,5
1671,1672,english484,"dublin, ireland",english,3,male,5
1672,1673,thai11,"bang na, thailand",thai,3,male,5
1673,1674,english485,"cromwell, connecticut, usa",english,3,male,5
1674,1675,hawai'i,"pepeekeo, hawai'i, usa",hawai'i,3,male,5
1675,1676,hawai'i,"pa'ia, hawai'i, usa",hawai'i,3,female,5
1676,1677,arabic56,"ain defla, algeria",arabic,3,male,5
1677,1678,gujarati8,"ahmedabad, india",gujarati,3,female,5
1678,1679,italian28,"rome, italy",italian,3,male,5
1679,1680,spanish110,"caracas, venezuela",spanish,3,male,5
1680,1681,german30,"radstadt, austria",german,3,female,5
1681,1682,bengali12,"sylhet, bangladesh",bengali,3,female,5
1682,1683,english486,"corentyne, guyana",english,3,female,5
1683,1684,japanese19,"naha, japan",japanese,3,female,5
1684,1685,german31,"datteln, germany",german,3,female,5
1685,1686,italian29,"trieste, italy",italian,3,female,5
1686,1687,korean29,"masan, south korea",korean,3,female,5
1687,1688,english487,"london, uk",english,3,female,5
1688,1689,spanish111,"santiago, chile",spanish,3,male,5
1689,1690,korean30,"seoul, south korea",korean,3,female,5
1690,1691,ibibio3,"lagos, nigeria",ibibio,3,male,5
1691,1692,english488,"irvine, scotland, uk",english,3,female,5
1692,1693,spanish112,"la paz, bolivia",spanish,3,male,5
1693,1694,english489,"kingston, jamaica",english,3,female,5
1694,1695,spanish113,"cochabamba, bolivia",spanish,3,male,5
1695,1696,korean31,"seoul, south korea",korean,3,female,5
1696,1697,hindi14,"new delhi, india",hindi,3,male,5
1697,1698,vietnamese14,"ho chi minh city, vietnam",vietnamese,3,male,5
1698,1699,arabic57,"beirut, lebanon",arabic,3,female,5
1699,1700,arabic58,"baghdad, iraq",arabic,3,male,5
1700,1701,french48,"douala, cameroon",french,3,female,5
1701,1702,arabic59,"irbid, jordan",arabic,3,male,5
1702,1703,uyghur3,"urumqi, xin jiang, china",uyghur,3,female,5
1703,1704,turkish26,"sivas, turkey",turkish,3,male,5
1704,1705,dutch43,"rotterdam, netherlands",dutch,3,male,5
1705,1706,albanian9,"tirana, albania",albanian,3,female,5
1706,1707,german32,"niedersachsen, germany",german,3,female,5
1707,1708,russian38,"gomel, belarus",russian,3,male,5
1708,1709,english490,"auckland, new zealand",english,3,male,5
1709,1710,armenian8,"yerevan, armenia",armenian,3,female,5
1710,1711,arabic60,"cairo, egypt",arabic,3,male,5
1711,1712,greek12,"bethlehem, pennsylvania, usa",greek,3,male,5
1712,1713,english491,"westmoreland, jamaica",english,3,female,5
1713,1714,pashto8,"paktia, afghanistan",pashto,3,male,5
1714,1715,korean32,"seoul, south korea",korean,3,female,5
1715,1716,english492,"omaha, nebraska, usa",english,3,female,5
1716,1717,danish7,"copenhagen, denmark",danish,3,male,5
1717,1718,english493,"miami, florida, usa",english,3,male,5
1718,1719,english494,"findlay, ohio, usa",english,3,male,5
1719,1720,english495,"kirkland, washington, usa",english,3,male,5
1720,1721,thai12,"bangkok, thailand",thai,3,male,5
1721,1722,korean33,"seongnam, south korea",korean,3,female,5
1722,1723,tamil5,"coimbatore, tamil nadu, india",tamil,3,female,5
1723,1724,english496,"london, england, uk",english,3,male,5
1724,1725,hebrew9,"petah-tiqwa, israel",hebrew,3,male,5
1725,1726,english497,"cleveland, ohio, usa",english,3,male,5
1726,1727,english498,"prince george, british columbia, canada",english,3,male,5
1727,1728,english499,"st. paul, minnesota, usa",english,3,female,5
1728,1729,french49,"paris, france",french,3,male,5
1729,1730,turkish27,"istanbul, turkey",turkish,3,female,5
1730,1731,kurdish8,"sulaymaniyah, iraq",kurdish,3,female,5
1731,1732,spanish114,"seville, spain",spanish,3,female,5
1732,1733,english500,"albury, new south wales, australia",english,3,male,5
1733,1734,english501,"pittsburgh, pennsylvania, usa",english,3,female,5
1734,1735,english502,"farmington hills, michigan, usa",english,3,female,5
1735,1736,mandarin49,"shanghai, china",mandarin,3,male,5
1736,1737,polish26,"bytow, poland",polish,3,male,5
1737,1738,polish27,"koszalin, poland",polish,3,male,5
1738,1739,english503,"benin city, nigeria",english,3,female,5
1739,1740,dutch44,"antwerp, belgium",dutch,3,female,5
1740,1741,italian30,"bologna, italy",italian,3,male,5
1741,1742,dutch45,"sint niklaas, belgium",dutch,3,male,5
1742,1743,dutch46,"hulshout, belgium",dutch,3,female,5
1743,1744,spanish115,"la paz, bolivia",spanish,3,female,5
1744,1745,polish28,"koszalin, poland",polish,3,female,5
1745,1746,danish8,"sunds, denmark",danish,3,female,5
1746,1747,spanish116,"bogota, colombia",spanish,3,male,5
1747,1748,polish29,"sianow, poland",polish,3,male,5
1748,1749,polish30,"koszalin, poland",polish,3,female,5
1749,1750,russian39,"brooklyn, new york, usa",russian,3,female,5
1750,1751,french50,"paris, france",french,3,female,5
1751,1752,swedish14,"vetlanda, sweden",swedish,3,male,5
1752,1753,arabic61,"manama, bahrain",arabic,3,male,5
1753,1754,dari4,"kabul, afghanistan",dari,3,male,5
1754,1755,turkmen1,"balkanabat, turkmenistan",turkmen,3,male,5
1755,1756,garifuna1,"dangriga, belize",garifuna,3,female,5
1756,1757,garifuna2,"tela atlantida, honduras",garifuna,3,male,5
1757,1758,punjabi6,"lahore, pakistan",punjabi,3,male,5
1758,1759,punjabi7,"lahore, pakistan",punjabi,3,male,5
1759,1760,kru1,"margibi, liberia",kru,3,female,5
1760,1761,nepali9,"baglung, nepal",nepali,3,male,5
1761,1762,irish1,"dublin, ireland",irish,3,male,5
1762,1763,kazakh3,"almaty, kazakhstan",kazakh,3,female,5
1763,1764,tagalog9,"manila, philippines",tagalog,3,male,5
1764,1765,french51,"liege, wallonia, belgium",french,3,male,5
1765,1766,kurdish9,"sulaymaniyah, iraq",kurdish,3,male,5
1766,1767,kurdish10,"sulaymaniyah, iraq",kurdish,3,male,5
1767,1768,arabic62,"ad dammam, saudi arabia",arabic,3,male,5
1768,1769,arabic63,"bani walid, libya",arabic,3,female,5
1769,1770,nepali10,"kathmandu, nepal",nepali,3,female,5
1770,1771,liberian,"monrovia, liberia",liberian,3,female,5
1771,1772,turkish28,"istanbul, turkey",turkish,3,female,5
1772,1773,portuguese40,"london, england, uk",portuguese,3,male,5
1773,1774,russian40,"bishkek, kyrgyzstan",russian,3,female,5
1774,1775,indonesian8,"jakarta, indonesia",indonesian,3,male,5
1775,1776,estonian3,"tallinn, estonia",estonian,3,male,5
1776,1777,arabic64,"riyadh, saudi arabia",arabic,3,male,5
1777,1778,arabic65,"samail, oman",arabic,3,female,5
1778,1779,twi4,"tema, ghana",twi,3,female,5
1779,1780,malayalam3,"bangalore, india",malayalam,3,female,5
1780,1781,papiamentu1,"willemstad, curacao",papiamentu,3,female,5
1781,1782,punjabi8,"jilandhar, punjab, india",punjabi,3,male,5
1782,1783,papiamentu2,"willemstad, curacao",papiamentu,3,male,5
1783,1784,arabic66,"medina, saudi arabia",arabic,3,male,5
1784,1785,arabic67,"nasriah, iraq",arabic,3,male,5
1785,1786,english504,"west palm beach, florida, usa",english,3,male,5
1786,1787,wolof6,"dakar, senegal",wolof,3,male,5
1787,1788,mandarin50,"hsinchu, taiwan",mandarin,3,male,5
1788,1789,sinhala5,"colombo, sri lanka",sinhala,3,female,5
1789,1790,kikuyu4,"nairobi, kenya",kikuyu,3,female,5
1790,1791,azerbaijani3,"baku, azerbaijan",azerbaijani,3,male,5
1791,1792,mandarin51,"tianjin, hebei, china",mandarin,3,male,5
1792,1793,mandarin52,"shaoxing, zhejiang, china",mandarin,3,female,5
1793,1794,hindi15,"new delhi, india",hindi,3,female,5
1794,1795,urdu13,"lahore, pakistan",urdu,3,female,5
1795,1796,ga5,"accra, ghana",ga,3,male,5
1796,1797,spanish117,"madrid, spain",spanish,3,male,5
1797,1798,english505,"beirut, lebanon",english,3,female,5
1798,1799,english506,"new orleans, louisiana, usa",english,3,female,5
1799,1800,english507,"accra, ghana",english,3,male,5
1800,1801,english508,"winfield, illinois, usa",english,3,female,5
1801,1802,english509,"coudersport, pennsylvania, usa",english,3,female,5
1802,1803,english510,"philadelphia, pennsylvania, usa",english,3,female,5
1803,1804,greek13,"vlore, albania",greek,3,female,5
1804,1805,arabic68,"london, uk",arabic,3,male,5
1805,1806,spanish118,"monterrey, mexico",spanish,3,female,5
1806,1807,spanish119,"madrid, spain",spanish,3,female,5
1807,1808,turkish29,"ankara, turkey",turkish,3,female,5
1808,1809,vietnamese15,"ho chi minh city, vietnam",vietnamese,3,male,5
1809,1810,arabic69,"kerma, sudan",arabic,3,female,5
1810,1811,mongolian7,"darhan, mongolia",mongolian,3,female,5
1811,1812,tagalog10,"manila, philippines",tagalog,3,female,5
1812,1813,french52,"lisbon, portugal",french,3,female,5
1813,1814,korean34,"seoul, south korea",korean,3,female,5
1814,1815,korean35,"gwangju, south korea",korean,3,male,5
1815,1816,greek14,"lancaster, pennsylvania, usa",greek,3,female,5
1816,1817,mandarin53,"ningbo, zhejiang, china",mandarin,3,female,5
1817,1818,english511,"montgomery, alabama, usa",english,3,female,5
1818,1819,english512,"salina, kansas, usa",english,3,female,5
1819,1820,pashto9,"kabul, afghanistan",pashto,3,male,5
1820,1821,ife1,"lome, togo",ife,3,male,5
1821,1822,czech8,"pizen, czech republic",czech,3,female,5
1822,1823,spanish120,"bogota, colombia",spanish,3,female,5
1823,1824,swedish15,"stokholm, sweden",swedish,3,male,5
1824,1825,bengali13,"dhaka, bangladesh",bengali,3,female,5
1825,1826,spanish121,"pasaquina, el salvador",spanish,3,male,5
1826,1827,arabic70,"casablanca, morocco",arabic,3,male,5
1827,1828,arabic71,"kuwait city, kuwait",arabic,3,female,5
1828,1829,thai13,"nakhon si thammarat, thailand",thai,3,female,5
1829,1830,french53,"creteil, france",french,3,female,5
1830,1831,spanish122,"toluca, mexico",spanish,3,female,5
1831,1832,arabic72,"baghdad, iraq",arabic,3,female,5
1832,1833,japanese20,"yokosuka, japan",japanese,3,male,5
1833,1834,spanish123,"ilbague, colombia",spanish,3,female,5
1834,1835,spanish124,"santa cruz, bolivia",spanish,3,male,5
1835,1836,swedish16,"goteborg, sweden",swedish,3,female,5
1836,1837,tagalog11,"manila, philippines",tagalog,3,female,5
1837,1838,korean36,"taegu, south korea",korean,3,female,5
1838,1839,greek15,"jerusalem, israel",greek,3,female,5
1839,1840,spanish125,"lima, peru",spanish,3,male,5
1840,1841,arabic73,"nazareth, israel",arabic,3,female,5
1841,1842,mongolian8,"jining, inner mongolia, china",mongolian,3,male,5
1842,1843,korean37,"seoul, south korea",korean,3,female,5
1843,1844,russian41,"nizhni novgorod, russia",russian,3,female,5
1844,1845,latvian3,"riga, latvia",latvian,3,female,5
1845,1846,french54,"vichy, france",french,3,female,5
1846,1847,japanese21,"tokyo, japan",japanese,3,female,5
1847,1848,korean38,"inchon, south korea",korean,3,male,5
1848,1849,portuguese41,"mexico city, mexico",portuguese,3,male,5
1849,1850,vietnamese16,"long xuyen, vietnam",vietnamese,3,male,5
1850,1851,tagalog12,"legaspi, philippines",tagalog,3,female,5
1851,1852,ukrainian10,"lvivska oblast, ukraine",ukrainian,3,female,5
1852,1853,spanish126,"colon, panama",spanish,3,female,5
1853,1854,amharic16,"werder, ethiopia",amharic,3,male,5
1854,1855,tigrigna7,"asmara, eritrea",tigrigna,3,female,5
1855,1856,english513,"bocas del toro, panama",english,3,female,5
1856,1857,malayalam4,"dubai, united arab emirates",malayalam,3,female,5
1857,1858,farsi17,"gorgan, iran",farsi,3,female,5
1858,1859,bulgarian15,"varna, bulgaria",bulgarian,3,male,5
1859,1860,spanish127,"san salvador, el salvador",spanish,3,male,5
1860,1861,swedish17,"farjestaden, sweden",swedish,3,female,5
1861,1862,korean39,"pusan, south korea",korean,3,male,5
1862,1863,fanti3,"accra, ghana",fanti,3,female,5
1863,1864,taiwanese7,"taipei, taiwan",taiwanese,3,female,5
1864,1865,nepali11,"kathmandu, nepal",nepali,3,female,5
1865,1866,haitian,"ouanaminthe, haiti",haitian,3,female,5
1866,1867,estonian4,"paide, estonia",estonian,3,female,5
1867,1868,dari5,"kabul, afghanistan",dari,3,female,5
